indicator,indicator_type,ip_version,prefix,asn,organization,country,malicious,confidence,category,source,first_seen,last_seen,malware
102.220.160.0/22,IPv4Prefix,4,102.220.160.0/22,197769,VPS Dedicated LLC,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
102.240.1.0/24,IPv4Prefix,4,102.240.1.0/24,2609,Tunisia BackBone AS,TN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.1.43.0/24,IPv4Prefix,4,103.1.43.0/24,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.100.156.0/22,IPv4Prefix,4,103.100.156.0/22,138968,rainbow network limited,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.102.236.0/22,IPv4Prefix,4,103.102.236.0/22,132490,Mbsm Enterprise,BD,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.104.0.0/21,IPv4Prefix,4,103.104.0.0/21,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.106.160.0/22,IPv4Prefix,4,103.106.160.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.107.20.0/22,IPv4Prefix,4,103.107.20.0/22,137156,Blueberry Web - Solutions Pvt Ltd,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.109.107.0/24,IPv4Prefix,4,103.109.107.0/24,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.109.28.0/22,IPv4Prefix,4,103.109.28.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.110.104.0/22,IPv4Prefix,4,103.110.104.0/22,203020,HostRoyale Technologies Pvt Ltd,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.112.172.0/22,IPv4Prefix,4,103.112.172.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.112.184.0/22,IPv4Prefix,4,103.112.184.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.113.144.0/22,IPv4Prefix,4,103.113.144.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.115.48.0/22,IPv4Prefix,4,103.115.48.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.115.56.0/22,IPv4Prefix,4,103.115.56.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.118.241.0/24,IPv4Prefix,4,103.118.241.0/24,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.118.244.0/22,IPv4Prefix,4,103.118.244.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.118.246.0/24,IPv4Prefix,4,103.118.246.0/24,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.119.0.0/22,IPv4Prefix,4,103.119.0.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.12.220.0/22,IPv4Prefix,4,103.12.220.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.122.223.0/24,IPv4Prefix,4,103.122.223.0/24,24499,Telenor Pakistan,PK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.13.140.0/22,IPv4Prefix,4,103.13.140.0/22,2516,KDDI Corporation,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.133.136.0/23,IPv4Prefix,4,103.133.136.0/23,153706,Stack Network Sdn. Bhd.,MY,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.146.208.0/23,IPv4Prefix,4,103.146.208.0/23,395793,Arisk Communications inc.,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.148.42.0/24,IPv4Prefix,4,103.148.42.0/24,49645,Soft Expert SRL,RO,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.155.236.0/24,IPv4Prefix,4,103.155.236.0/24,141333,Rocket Media Group,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.155.92.0/23,IPv4Prefix,4,103.155.92.0/23,45839,Shinjiru Technology Sdn Bhd,MY,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.157.75.0/24,IPv4Prefix,4,103.157.75.0/24,49645,Soft Expert SRL,RO,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.163.162.0/23,IPv4Prefix,4,103.163.162.0/23,141761,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.163.50.0/23,IPv4Prefix,4,103.163.50.0/23,141740,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.171.236.0/23,IPv4Prefix,4,103.171.236.0/23,133661,Netplus Broadband Services Private Limited,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.171.86.0/24,IPv4Prefix,4,103.171.86.0/24,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.173.40.0/24,IPv4Prefix,4,103.173.40.0/24,146887,APNIC ASN block,ID,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.174.130.0/23,IPv4Prefix,4,103.174.130.0/23,147287,DATAPARADISE,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.176.192.0/23,IPv4Prefix,4,103.176.192.0/23,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.177.228.0/23,IPv4Prefix,4,103.177.228.0/23,149197,Girdhari Computers,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.177.238.0/23,IPv4Prefix,4,103.177.238.0/23,149242,ANANYA COMPUTERS,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.179.148.0/24,IPv4Prefix,4,103.179.148.0/24,18186,Nebula Global LLC,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.180.180.0/23,IPv4Prefix,4,103.180.180.0/23,149197,Girdhari Computers,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.184.162.0/23,IPv4Prefix,4,103.184.162.0/23,149208,RAKESH TELESOFT,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.185.134.0/23,IPv4Prefix,4,103.185.134.0/23,149181,BHAGWAT SOFTWARE,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.185.162.0/23,IPv4Prefix,4,103.185.162.0/23,149208,RAKESH TELESOFT,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.19.116.0/22,IPv4Prefix,4,103.19.116.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.19.188.0/22,IPv4Prefix,4,103.19.188.0/22,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.192.228.0/22,IPv4Prefix,4,103.192.228.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.193.148.0/24,IPv4Prefix,4,103.193.148.0/24,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.193.150.0/24,IPv4Prefix,4,103.193.150.0/24,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.193.184.0/22,IPv4Prefix,4,103.193.184.0/22,9919,"New Century InfoComm Tech Co., Ltd.",TW,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.195.144.0/22,IPv4Prefix,4,103.195.144.0/22,203020,HostRoyale Technologies Pvt Ltd,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.198.36.0/22,IPv4Prefix,4,103.198.36.0/22,15830,"Equinix, Inc.",NL,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.20.156.0/22,IPv4Prefix,4,103.20.156.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.20.72.0/22,IPv4Prefix,4,103.20.72.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.200.28.0/22,IPv4Prefix,4,103.200.28.0/22,215305,Mastersoft S.R.L.,MD,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.209.192.0/22,IPv4Prefix,4,103.209.192.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.212.32.0/22,IPv4Prefix,4,103.212.32.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.215.80.0/22,IPv4Prefix,4,103.215.80.0/22,24544,Law's Cloud Infrastructure Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.228.196.0/22,IPv4Prefix,4,103.228.196.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.228.60.0/22,IPv4Prefix,4,103.228.60.0/22,2516,KDDI Corporation,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.229.124.0/22,IPv4Prefix,4,103.229.124.0/22,24544,Law's Cloud Infrastructure Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.23.12.0/22,IPv4Prefix,4,103.23.12.0/22,10021,"KVH Co.,Ltd",JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.230.24.0/22,IPv4Prefix,4,103.230.24.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.231.12.0/22,IPv4Prefix,4,103.231.12.0/22,133731,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.232.200.0/22,IPv4Prefix,4,103.232.200.0/22,2516,KDDI Corporation,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.232.36.0/22,IPv4Prefix,4,103.232.36.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.236.32.0/22,IPv4Prefix,4,103.236.32.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.237.86.0/23,IPv4Prefix,4,103.237.86.0/23,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.24.0.0/22,IPv4Prefix,4,103.24.0.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.240.252.0/22,IPv4Prefix,4,103.240.252.0/22,2516,KDDI Corporation,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.243.240.0/22,IPv4Prefix,4,103.243.240.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.246.244.0/22,IPv4Prefix,4,103.246.244.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.248.68.0/22,IPv4Prefix,4,103.248.68.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.249.72.0/22,IPv4Prefix,4,103.249.72.0/22,132827,GATEWAY INC,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.25.88.0/22,IPv4Prefix,4,103.25.88.0/22,15830,"Equinix, Inc.",NL,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.250.224.0/22,IPv4Prefix,4,103.250.224.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.253.216.0/22,IPv4Prefix,4,103.253.216.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.254.108.0/22,IPv4Prefix,4,103.254.108.0/22,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.27.248.0/22,IPv4Prefix,4,103.27.248.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.29.120.0/22,IPv4Prefix,4,103.29.120.0/22,45312,PT Media Lintas Data,ID,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.3.212.0/22,IPv4Prefix,4,103.3.212.0/22,141146,PT Indonesia Telekomunikasi Teknologi,ID,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.30.12.0/22,IPv4Prefix,4,103.30.12.0/22,207990,HostRoyale Technologies Pvt Ltd,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.30.40.0/22,IPv4Prefix,4,103.30.40.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.32.0.0/16,IPv4Prefix,4,103.32.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.32.132.0/22,IPv4Prefix,4,103.32.132.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.34.0.0/16,IPv4Prefix,4,103.34.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.36.64.0/22,IPv4Prefix,4,103.36.64.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.37.118.0/24,IPv4Prefix,4,103.37.118.0/24,132827,GATEWAY INC,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.39.108.0/22,IPv4Prefix,4,103.39.108.0/22,133731,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.4.32.0/22,IPv4Prefix,4,103.4.32.0/22,15830,"Equinix, Inc.",NL,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.40.52.0/23,IPv4Prefix,4,103.40.52.0/23,152708,Jadoo Technology,BD,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.40.8.0/24,IPv4Prefix,4,103.40.8.0/24,54801,Zillion Network Inc.,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.43.140.0/22,IPv4Prefix,4,103.43.140.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.44.208.0/22,IPv4Prefix,4,103.44.208.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.48.36.0/22,IPv4Prefix,4,103.48.36.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.5.116.0/22,IPv4Prefix,4,103.5.116.0/22,17408,AboveNet Communications Taiwan,TW,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.52.48.0/22,IPv4Prefix,4,103.52.48.0/22,133296,Web Werks India Pvt. Ltd.,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.54.164.0/22,IPv4Prefix,4,103.54.164.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.55.84.0/22,IPv4Prefix,4,103.55.84.0/22,133296,Web Werks India Pvt. Ltd.,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.56.112.0/22,IPv4Prefix,4,103.56.112.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.58.68.0/22,IPv4Prefix,4,103.58.68.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.6.36.0/22,IPv4Prefix,4,103.6.36.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.67.252.0/22,IPv4Prefix,4,103.67.252.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.7.198.0/23,IPv4Prefix,4,103.7.198.0/23,15830,"Equinix, Inc.",NL,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.72.200.0/24,IPv4Prefix,4,103.72.200.0/24,141333,Rocket Media Group,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.76.84.0/22,IPv4Prefix,4,103.76.84.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.77.9.0/24,IPv4Prefix,4,103.77.9.0/24,135632,APNIC ASN block,ID,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.80.132.0/22,IPv4Prefix,4,103.80.132.0/22,205960,HDTIDC LIMITED,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.81.44.0/22,IPv4Prefix,4,103.81.44.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.83.86.0/23,IPv4Prefix,4,103.83.86.0/23,44382,"Fiba Cloud Operation Company, LLC",US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.84.170.0/23,IPv4Prefix,4,103.84.170.0/23,56046,China Mobile Jiangsu Province Network,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.84.196.0/23,IPv4Prefix,4,103.84.196.0/23,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
103.95.180.0/22,IPv4Prefix,4,103.95.180.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.152.52.0/24,IPv4Prefix,4,104.152.52.0/24,14987,Rethem Hosting LLC,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.167.19.0/24,IPv4Prefix,4,104.167.19.0/24,200373,3xK Tech GmbH,DE,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.167.25.0/24,IPv4Prefix,4,104.167.25.0/24,200373,3xK Tech GmbH,DE,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.193.228.0/22,IPv4Prefix,4,104.193.228.0/22,40193,"Trit Networks, LLC",US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.232.96.0/20,IPv4Prefix,4,104.232.96.0/20,26658,HT,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.244.56.0/21,IPv4Prefix,4,104.244.56.0/21,40193,"Trit Networks, LLC",US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.244.80.0/22,IPv4Prefix,4,104.244.80.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.249.10.0/24,IPv4Prefix,4,104.249.10.0/24,214961,Stellar Group SAS,FR,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.250.163.0/24,IPv4Prefix,4,104.250.163.0/24,212238,Datacamp Limited,GB,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.250.164.0/24,IPv4Prefix,4,104.250.164.0/24,212238,Datacamp Limited,GB,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
104.251.180.0/22,IPv4Prefix,4,104.251.180.0/22,402253,SKN Subnet & Telecom Ltd,KN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
106.48.64.0/18,IPv4Prefix,4,106.48.64.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
106.95.0.0/16,IPv4Prefix,4,106.95.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
107.150.72.0/24,IPv4Prefix,4,107.150.72.0/24,219067,Chiara Conti,IT,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
107.155.224.0/22,IPv4Prefix,4,107.155.224.0/22,9919,"New Century InfoComm Tech Co., Ltd.",TW,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
107.182.240.0/20,IPv4Prefix,4,107.182.240.0/20,3257,GTT Communications Inc.,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
108.164.0.0/20,IPv4Prefix,4,108.164.0.0/20,22282,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
108.164.128.0/17,IPv4Prefix,4,108.164.128.0/17,22282,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
